"Company ID","Place ID","Name","City","State","Zip","Street address","Highway","GMB","Lat","Lng","Group","Service","Tags","Owner name","Owner phone","Owner email","Owner details","Phone","Fax","Email","Website","About us","Diesel","Def","Price range","Supported languages","Payment methods","Restaurants","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Note"
"99764","214472","SKY DAILY","Columbia","Tennessee","38401","304 Bear Creek Pike","","https://www.google.com/maps/place/SKY+DAILY/@35.635771,-86.99974,17z/data=!3m1!4b1!4m5!3m4!1s0x88637140f9b9eba7:0x25eebd49e907d57c!8m2!3d35.635771!4d-86.99974?hl=en","35.635771","-86.99974","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly,Parking spots:10","","","","","19315488866","","","http://sky-daily.com","","4.74","","","","","","","","","","","","",""
"99763","214471","Holiday Stationstores","Soldotna","Alaska","99669","43883 Sterling Hwy","","https://www.google.com/maps/place/Holiday+Stationstores/@60.488092,-151.0538169,17z/data=!3m1!4b1!4m5!3m4!1s0x56c661673d4e4f4d:0xe1bb2e26f2b63db0!8m2!3d60.488092!4d-151.0538169?hl=en","60.488092","-151.053817","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly","","","","","19072604670","","","http://holidaystationstores.com","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Prepared foods
Public restroom
Quick visit
Debit cards
SNAP/EBT","","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"99762","214470","Alaska Oil Sales","Soldotna","Alaska","99669","43442 Kalifornsky Beach Rd","","https://www.google.com/maps/place/Alaska+Oil+Sales/@60.4910507,-151.1583708,17z/data=!3m1!4b1!4m5!3m4!1s0x56c663ab6fa58b39:0xcecd250a5f20df1b!8m2!3d60.4910507!4d-151.1583708?hl=en","60.491051","-151.158371","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly,Parking spots:30","","","","","19072622250","","","http://petromarineservices.com","","5","","","","","","Closed","","08:00 AM - 05:00 PM","08:00 AM - 05:00 PM","08:00 AM - 05:00 PM","08:00 AM - 05:00 PM","Closed",""
"99761","214469","Kasilof Riverview Tesoro","Kasilof","Alaska","99610","57440 Sterling Hwy","","https://www.google.com/maps/place/Kasilof+Riverview+Tesoro/@60.3180567,-151.2613947,17z/data=!3m1!4b1!4m5!3m4!1s0x56c692752b7d2f51:0x4128885bc77b98f!8m2!3d60.3180567!4d-151.2613947?hl=en","60.318057","-151.261395","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly","","","","","19072621573","","","","","5","","","","","","07:00 AM - 11:00 PM","","07:00 AM - 11:00 PM","07:00 AM - 11:00 PM","07:00 AM - 11:00 PM","07:00 AM - 11:00 PM","07:00 AM - 11:00 PM",""
"99760","214468","Holiday Stationstores","Anchorage","Alaska","99515","10630 Old Seward Hwy","","https://www.google.com/maps/place/Holiday+Stationstores/@61.1246308,-149.8650951,17z/data=!3m1!4b1!4m5!3m4!1s0x56c899bfec8b5b97:0x8b15fcab2609ad20!8m2!3d61.1246279!4d-149.8650843?hl=en","61.124628","-149.865084","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly","","","","","19075225454","","","http://holidaystationstores.com","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Prepared foods
Public restroom
Quick visit
Debit cards
NFC mobile payments
SNAP/EBT","","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"99759","214467","Coast Tesoro","Ninilchik","Alaska","99639","66725 Oil Well Rd","","https://www.google.com/maps/place/Coast+Tesoro/@60.0395042,-151.6759108,17z/data=!3m1!4b1!4m5!3m4!1s0x56c6bbbf6d811c45:0x3dea6301eb1c3bc9!8m2!3d60.0395042!4d-151.6759108?hl=en","60.039504","-151.675911","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly","","","","","19075673473","","","","","4.92","","","","","","06:00 AM - 10:00 PM","","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM",""
"99758","214466","Three Bears Houston Convenience Store","Houston","Alaska","99694","17119 W Parks Hwy","","https://www.google.com/maps/place/Three+Bears+Houston+Convenience+Store/@61.6310062,-149.8123834,17z/data=!3m1!4b1!4m5!3m4!1s0x56c8d0c1e67cff37:0x25265f103ea8c419!8m2!3d61.6310062!4d-149.8123834?hl=en","61.631006","-149.812383","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly,Parking spots:10","","","","","19078922300","","","http://threebearsalaska.com","","","","","","","","06:00 AM - 10:00 PM","","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM",""
"99757","214465","Fisher's Hilltop Tesoro","Sutton-Alpine","Alaska","99674","14023 Glenn Hwy","","https://www.google.com/maps/place/Fisher's+Hilltop+Tesoro/@61.7083779,-148.9353033,17z/data=!3m1!4b1!4m5!3m4!1s0x56c91a37b443a575:0x7a22c1938011dddd!8m2!3d61.7083869!4d-148.9353047?hl=en","61.708387","-148.935305","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly","","","","","19077466706","","","","","4.76","","","","","","05:00 AM - 11:00 PM","","05:00 AM - 11:00 PM","05:00 AM - 11:00 PM","05:00 AM - 11:00 PM","05:00 AM - 11:00 PM","05:00 AM - 11:00 PM",""
"99756","214464","Holiday Stationstores","Fairbanks","Alaska","99701","2300 S Cushman St","","https://www.google.com/maps/place/Holiday+Stationstores/@64.825723,-147.714021,17z/data=!3m1!4b1!4m5!3m4!1s0x51325aac68bc439d:0x76ff58440137c0b2!8m2!3d64.825723!4d-147.714021?hl=en","64.825723","-147.714021","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly","","","","","19074525334","","","http://holidaystationstores.com","Delivery
In-store shopping
Wheelchair accessible entrance
Wheelchair accessible parking lot
Prepared foods
Public restroom
Quick visit
Debit cards
SNAP/EBT","","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"99755","214463","Hilltop Restaurant & Marketplace","Fairbanks","Alaska","99712","3711 Elliott Hwy","","https://www.google.com/maps/place/Hilltop+Restaurant+%26+Marketplace/@65.0242238,-147.6521786,17z/data=!3m1!4b1!4m5!3m4!1s0x513240a611783a57:0x5493541ce8c5f3a8!8m2!3d65.0242238!4d-147.6521786?hl=en","65.024224","-147.652179","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly,Parking spots:26","","","","","19073897600","","","http://hilltop-marketplace.edan.io","Takeout
Dine-in
Delivery
Great coffee
Great dessert
Breakfast
Lunch
Dinner
Solo dining
Wheelchair accessible entrance
Wheelchair accessible parking lot
Wheelchair accessible restroom
Wheelchair accessible seating
Coffee
Comfort food
Kids' menu
Quick bite
Small plates
Breakfast
Lunch
Dinner
Dessert
Good for kids
High chairs
Restroom
Casual
Historic
Groups
Tourists","5.7","","","","","","07:00 AM - 05:00 PM","","07:00 AM - 05:00 PM","07:00 AM - 05:00 PM","07:00 AM - 05:00 PM","07:00 AM - 05:00 PM","07:00 AM - 05:00 PM",""
"99754","214462","Coldfoot Camp","AK 99701","","","Fairbanks","","https://www.google.com/maps/place/Coldfoot+Camp/@67.2505846,-150.1760238,17z/data=!3m1!4b1!4m8!3m7!1s0x5128c0e6d1f2ff95:0xf26220ba3f34a7e0!5m2!4m1!1i2!8m2!3d67.250753!4d-150.1749858?hl=en","67.250753","-150.174986","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly","","","","","19074743500","","","http://coldfootcamp.com","","","","","","","","","","","","","","",""
"99753","214461","Eagle Trading Company","Eagle","Alaska","99738","1 Front St","","https://www.google.com/maps/place/Eagle+Trading+Company/@64.788046,-141.2002619,17z/data=!3m1!4b1!4m5!3m4!1s0x5137d0ada8fdd8f7:0x14c5c31ae6477e60!8m2!3d64.788046!4d-141.2002619?hl=en","64.788046","-141.200262","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly","","","","","19075477000","","","http://falconinnlodgelogcabins.com","","","","","","","","","","","","","","",""
"99752","214460","Buffalo Center Service","Delta Junction","Alaska","99737","1600 Richardson Hwy","","https://www.google.com/maps/place/Buffalo+Center+Service/@64.0410265,-145.733681,17z/data=!3m1!4b1!4m5!3m4!1s0x51324e1bbd2ac5bf:0xdef239406d9d4cfd!8m2!3d64.0410092!4d-145.7338449?hl=en","64.041009","-145.733845","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly","","","","","19078954055","","","http://m.facebook.com","","5.26","","","","","","08:00 AM - 11:00 PM","","05:30 AM - 11:00 PM","05:30 AM - 11:00 PM","05:30 AM - 11:00 PM","05:30 AM - 11:00 PM","05:30 AM - 11:00 PM",""
"99750","214458","Circle K","Phoenix","Arizona","85009","3618 W Buckeye Rd","","https://www.google.com/maps/place/Circle+K/@33.4374601,-112.1374407,17z/data=!3m1!4b1!4m5!3m4!1s0x872b1151da176fcb:0xf12d21ed6e41fd5d!8m2!3d33.4373652!4d-112.1374434?hl=en","33.437365","-112.137443","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly,Parking spots:85","","","","","16022698482","","","http://circlek.com","Curbside pickup
In-store pickup
In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Quick visit
NFC mobile payments
SNAP/EBT","5","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"99749","214457","Northern Energy","Tok","Alaska","99780","1314 Alaska Hwy","","https://www.google.com/maps/place/Northern+Energy/@63.3379039,-143.0083456,17z/data=!3m1!4b1!4m5!3m4!1s0x514a61f9268cdcf9:0x81d818ad10e1c228!8m2!3d63.3379011!4d-143.0083456?hl=en","63.337901","-143.008346","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly,Parking spots:10","","","","","19078834251","","","","","5.1","","","","","","09:00 AM - 05:00 PM","","08:00 AM - 06:00 PM","08:00 AM - 06:00 PM","08:00 AM - 06:00 PM","08:00 AM - 06:00 PM","09:00 AM - 05:00 PM","https://www.google.com/maps/place/Tesoro/@63.337977,-143.0089461,20.34z/data=!4m5!3m4!1s0x514a6206de6b5fdf:0xc84a754de4e0f6d7!8m2!3d63.3379626!4d-143.009006?hl=en"
"99747","214455","Running Man","Parker","Arizona","85344","882-1150 Mohave Rd","","https://www.google.com/maps/place/Running+Man/@34.1359623,-114.2815731,17z/data=!3m1!4b1!4m5!3m4!1s0x80d18259e4f701c5:0xbc73f987bbb49d86!8m2!3d34.1359875!4d-114.2817189?hl=en","34.135988","-114.281719","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly,Parking spots:15","","","","","19285751513","","","","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Quick visit
NFC mobile payments","","","","","","","05:00 AM - 11:00 PM","","05:00 AM - 11:00 PM","05:00 AM - 11:00 PM","05:00 AM - 11:00 PM","05:00 AM - 11:00 PM","05:00 AM - 11:00 PM",""
"99746","214454","JA's Diesel","Phoenix","Arizona","85009","935 N 43rd Ave","","https://www.google.com/maps/place/JA's+Diesel/@33.4582471,-112.1514136,17z/data=!3m1!4b1!4m5!3m4!1s0x872b147108e130bb:0x7c5139a158d6236a!8m2!3d33.4582491!4d-112.1513325?hl=en","33.458249","-112.151333","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly","","","","","","","","","In-store shopping
Delivery
Wheelchair accessible parking lot","5","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","https://www.google.com/maps/place/ARCO/@33.4581797,-112.151389,21z/data=!4m5!3m4!1s0x872b1470f940a27f:0x62f776eae58e032a!8m2!3d33.4582368!4d-112.1513629?hl=en"
"99745","214453","76","Phoenix","Arizona","85009","2701 W Buckeye Rd","","https://www.google.com/maps/place/76/@33.4365628,-112.1176155,17z/data=!3m1!4b1!4m5!3m4!1s0x872b1390ff3d4733:0xbcf14b4ff5ba3cd!8m2!3d33.436636!4d-112.1176134?hl=en","33.436636","-112.117613","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly,Parking spots:175","","","","","16022250675","","","http://76.com","","","","","","","","07:00 AM - 07:00 PM","","05:00 AM - 12:00 AM","05:00 AM - 12:00 AM","05:00 AM - 12:00 AM","05:00 AM - 10:00 PM","07:00 AM - 07:00 PM",""
"99744","214452","Danny's Big Rig Resort","Phoenix","Arizona","85043","6741 W Latham St","","https://www.google.com/maps/place/Danny's+Big+Rig+Resort/@33.4594787,-112.205399,17z/data=!3m1!4b1!4m5!3m4!1s0x14e3c1eb5d34bbdf:0xfa452c5acbfd40b2!8m2!3d33.4598485!4d-112.2053985?hl=en","33.459849","-112.205399","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly,Parking spots:70","","","","","16239366600","","","http://dannystruckwash.com","Drive-through
In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Quick visit
NFC mobile payments","","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"99741","214449","One9 #1258","Quartzsite","Arizona","85346","185 N Riggles Ave","I-10","https://www.google.com/maps/place/Arco+Travel+Center+(One9+Fuel+Network)/@33.6700879,-114.1989427,17z/data=!3m1!4b1!4m5!3m4!1s0x80d1591e0a9455d5:0xdfec2a472e57ca34!8m2!3d33.6700879!4d-114.1989427#1258+185+N+Riggles+Rd,+Quartzsite,+AZ,+85346","33.670088","-114.198943","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly,Showers:46,Parking spots:2,ATM,Laundry","","","","","19289273600","","","https://locations.pilotflyingj.com/us/az/quartzsite/185-n-riggles-rd","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Quick visit","4.739","3.999","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"99736","214444","Desert Diamond Casinos & Entertainment","Ajo","Arizona","85321","Highway Milepost 55","","https://www.google.com/maps/place/Desert+Diamond+Casinos+%26+Entertainment/@32.2441127,-112.7264454,17z/data=!3m1!4b1!4m5!3m4!1s0x812aae954a1303b1:0xea96572c5bcad896!8m2!3d32.2441127!4d-112.7264454?hl=en","32.244113","-112.726445","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly,Parking spots:4","","","","","18663329467","","","http://ddcaz.com","","","","","","","","07:00 PM - 10:00 PM","","07:00 PM - 10:00 PM","07:00 PM - 10:00 PM","07:00 PM - 10:00 PM","07:00 PM - 10:00 PM","07:00 PM - 10:00 PM",""
"99735","214443","Why Not Travel Store","Ajo","Arizona","85321","230 S Sonoita Way","","https://www.google.com/maps/place/Why+Not+Travel+Store/@32.2637177,-112.741038,17z/data=!3m1!4b1!4m5!3m4!1s0x812aaeec841253f5:0xef658ce8d6b84603!8m2!3d32.2637177!4d-112.741038?hl=en","32.263718","-112.741038","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly","","","","","15203877783","","","http://whynottravelstore.com","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Public restroom
Quick visit","","","","","","","06:00 AM - 08:30 PM","","06:00 AM - 08:30 PM","06:00 AM - 08:30 PM","06:00 AM - 08:30 PM","06:00 AM - 08:30 PM","06:00 AM - 08:30 PM",""
"99734","214442","Kris Eggle Visitor Center","Ajo","Arizona","85321","10 Organ Pipe Dr","","https://www.google.com/maps/place/Kris+Eggle+Visitor+Center/@31.9547787,-112.8011035,17z/data=!3m1!4b1!4m5!3m4!1s0x812ac8a2fbc87f2f:0x777a71e8ef089f03!8m2!3d31.9547787!4d-112.8011035?hl=en","31.954779","-112.801104","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly,Parking spots:8","","","","","15203876849","","","http://nps.gov","","","","","","","","09:00 AM - 04:00 PM","","09:00 AM - 04:00 PM","09:00 AM - 04:00 PM","09:00 AM - 04:00 PM","09:00 AM - 04:00 PM","09:00 AM - 04:00 PM",""
"99730","214438","The Amado Market","Amado","Arizona","85645","28760 S Nogales Hwy","","https://www.google.com/maps/place/The+Amado+Market/@31.7279023,-111.0615169,17z/data=!3m1!4b1!4m5!3m4!1s0x86d69e76495affb5:0xe76c98be8b8e7ca7!8m2!3d31.7279!4d-111.0615075?hl=en","31.7279","-111.061508","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly","","","","","15203982800","","","","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Quick visit
NFC mobile payments
SNAP/EBT","","","","","","","08:00 AM - 07:00 PM","","07:00 AM - 08:00 PM","07:00 AM - 08:00 PM","07:00 AM - 08:00 PM","07:00 AM - 08:00 PM","07:00 AM - 08:00 PM",""
"99729","214437","Ac's Truck Stop","Nogales","Arizona","85621","2651 N Grand Ave","","https://www.google.com/maps/place/Ac's+Truck+Stop/@31.3807957,-110.9446453,17z/data=!3m1!4b1!4m5!3m4!1s0x86d6adc9894cb193:0x41c15821cb6f2bd6!8m2!3d31.3808425!4d-110.9447065?hl=en","31.380843","-110.944707","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly,Parking spots:50","","","","","15202811217","","","","In-store shopping
Delivery","","","","","","","Closed","","07:00 AM - 10:00 PM","07:00 AM - 10:00 PM","07:00 AM - 10:00 PM","07:00 AM - 10:00 PM","09:00 AM - 04:00 PM",""
"99726","214434","Dwaynes Fresh Jerky","Bowie","Arizona","85605","1120 W E Business Loop #10","","https://www.google.com/maps/place/Dwaynes+Fresh+Jerky/@32.3301878,-109.5026689,17z/data=!3m1!4b1!4m5!3m4!1s0x14fae25cdfbd9b8f:0x7abb94c4944165fd!8m2!3d32.330157!4d-109.5026768#10,+Bowie,+AZ+85605,+United+States,+Bowie,+AZ,+85605","32.330157","-109.502677","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly,Parking spots:40","","","","","15208472510","","","http://dwaynesfreshjerky.com","In-store pickup
In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Quick visit
Debit cards
NFC mobile payments","","","","","","","07:15 AM - 07:00 PM","","07:15 AM - 07:00 PM","07:15 AM - 07:00 PM","07:15 AM - 07:00 PM","07:15 AM - 07:00 PM","07:15 AM - 07:00 PM",""
"99725","214433","BOWIE TRAVEL CENTER","Bowie","Arizona","85605","1275 E Business Loop","","https://www.google.com/maps/place/BOWIE+TRAVEL+CENTER/@32.3190345,-109.4522457,17z/data=!3m1!4b1!4m5!3m4!1s0x86d82c6b08e70387:0x400fd9aa1250c6c2!8m2!3d32.3190768!4d-109.4522395?hl=en","32.319077","-109.45224","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly","","","","","15208472511","","","","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Free Wi-Fi
NFC mobile payments
SNAP/EBT","","","","","","","06:00 AM - 10:30 PM","","06:00 AM - 10:30 PM","06:00 AM - 10:30 PM","06:00 AM - 10:30 PM","06:00 AM - 10:30 PM","06:00 AM - 10:30 PM",""
"99724","214432","Portal Peak Lodge Store & Cafe","Portal","Arizona","85632","2358 S Rock House Rd","","https://www.google.com/maps/place/Portal+Peak+Lodge+Store+%26+Cafe/@31.9138889,-109.1411111,17z/data=!3m1!4b1!4m8!3m7!1s0x86d994ffb6068fa3:0xa49883e3cfc83df2!5m2!4m1!1i2!8m2!3d31.9138889!4d-109.1411111?hl=en","31.913889","-109.141111","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly","","","","","15205582223","","","http://portallodge.com","","","","","","","","","","","","","","",""
"99723","214431","Dave's Fast Stop","Globe","Arizona","85501","2060 US-60","","https://www.google.com/maps/place/Dave's+Fast+Stop/@33.4187908,-110.8128644,17z/data=!3m1!4b1!4m5!3m4!1s0x87297601662daa43:0xc014c48ac59a99a!8m2!3d33.4188758!4d-110.8128756?hl=en","33.418876","-110.812876","Truck Stops","Local Truck Stops","Wi-Fi,Vending,Restroom,Pet friendly","","","","","19284253297","","","http://chevron.com","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Public restroom
Quick visit
SNAP/EBT","5.5","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","https://www.google.com/maps/place/Chevron+Dave%E2%80%99s+Fast+Stop/@33.4190575,-110.8130382,20z/data=!4m5!3m4!1s0x872976015c41078b:0xaa12cd6db7bcced9!8m2!3d33.4190591!4d-110.8129117?hl=en"
